total_return,final_value,mdd,sharpe,buys,sells,trades,time_in_market,days_in_market,short_ma,long_ma
515.3974325905874,307698.7162952937,-68.97255551945169,0.65318145525835,67,68,135,67.01153999204138,1684,1,67
520.127867557771,310063.93377888546,-66.2957548857832,0.6543935172533445,66,67,133,67.25029844807004,1690,1,68
674.4617946575535,387230.8973287768,-60.76458370944648,0.709892778827019,65,66,131,67.32988460007958,1692,1,69
680.2235154317054,390111.75771585276,-61.37587286701438,0.7114050455460357,65,66,131,67.56864305610823,1698,1,70
724.4253709176229,412212.68545881147,-61.129422002078016,0.7249280632650139,63,64,127,67.72781536012734,1702,1,71
825.8478926060137,462923.94630300684,-55.56050282208543,0.7539081182647202,63,64,127,67.84719458814166,1705,1,72
958.360508356358,529180.254178179,-51.776816504893915,0.7860661347445943,62,63,125,67.96657381615599,1708,1,73
902.1400484024362,501070.0242012181,-51.776816504893866,0.7721537103290518,65,66,131,68.04615996816554,1710,1,74
846.7825506988981,473391.2753494491,-52.88242280865486,0.7587868593163712,65,66,131,68.00636689216077,1709,1,75
1015.0403499030949,557520.1749515474,-49.78788133633285,0.7985607663432644,63,64,127,68.08595304417031,1711,1,76
1297.063861971853,698531.9309859265,-45.63711553496349,0.8512674354819912,60,61,121,68.32471150019896,1717,1,77
1059.1639315610148,579581.9657805074,-41.78782633729776,0.803910344589153,60,61,121,68.32471150019896,1717,1,78
821.769561658999,460884.78082949953,-41.78782633729774,0.7477375609287901,60,61,121,68.40429765220851,1719,1,79
772.3161112164396,436158.0556082198,-44.299249810083616,0.73348003442238,59,60,119,68.60326303223239,1724,1,80
855.118088022771,477559.0440113855,-44.602417416395156,0.7550888708491038,56,57,113,68.68284918424195,1726,1,81
838.0026988275807,469001.34941379033,-45.32077517187811,0.7495177921912876,54,55,109,68.84202148826104,1730,1,82
697.3531457496163,398676.5728748081,-48.14636693891629,0.7100005856791227,54,55,109,69.12057302029447,1737,1,83
824.0974134357496,462048.7067178748,-46.14790807537892,0.7461864330247721,53,54,107,69.12057302029447,1737,1,84
819.435148133403,459717.57406670146,-46.147908075378936,0.7447132661820074,54,55,109,69.12057302029447,1737,1,85
713.7246064295134,406862.3032147567,-46.147908075378936,0.7156429122871522,55,56,111,69.16036609629924,1738,1,86
708.0101051544423,404005.0525772211,-50.46941082761435,0.7127017836693096,55,56,111,69.23995224830878,1740,1,87
765.6299696957898,432814.9848478949,-50.46941082761435,0.7284068134297339,55,56,111,69.47871070433744,1746,1,88
862.7619054468513,481380.95272342564,-48.04570420819255,0.7535813413507018,52,53,105,69.59808993235177,1749,1,89
724.7823840279223,412391.19201396115,-53.86658370467394,0.7175676875248006,54,55,109,69.59808993235177,1749,1,90
674.913608636147,387456.80431807355,-53.86658370467394,0.7015939836548959,51,52,103,69.87664146438519,1756,1,91
682.7479319370758,391373.9659685379,-53.86658370467393,0.7042423629024802,50,51,101,69.91643454038997,1757,1,92
554.4238277310973,327211.9138655487,-52.6175580623586,0.6613296647976503,54,55,109,69.79705531237565,1754,1,93
550.089660090443,325044.8300452215,-52.61755806235858,0.6597438909874171,54,55,109,69.83684838838042,1755,1,94
518.721009884131,309360.5049420655,-54.9846233529943,0.6476967425103264,55,56,111,69.87664146438519,1756,1,95
462.1923253829951,281096.16269149753,-54.98462335299424,0.6250373748728993,56,57,113,69.87664146438519,1756,1,96
